#    L    TT             EE             TE             PP             TP          
   318   0.347060E+04   0.123948E+02   0.119789E+03   0.161005E+07   0.918016E+03
   319   0.343698E+04   0.125833E+02   0.119445E+03   0.160415E+07   0.909616E+03
   320   0.340347E+04   0.127717E+02   0.119064E+03   0.159828E+07   0.901277E+03
   321   0.337010E+04   0.129601E+02   0.118645E+03   0.159244E+07   0.893001E+03
   322   0.333685E+04   0.131482E+02   0.118187E+03   0.158664E+07   0.884786E+03
   323   0.330377E+04   0.133360E+02   0.117692E+03   0.158087E+07   0.876632E+03
   324   0.327083E+04   0.135234E+02   0.117159E+03   0.157513E+07   0.868539E+03
   325   0.323806E+04   0.137105E+02   0.116588E+03   0.156942E+07   0.860506E+03
   326   0.320547E+04   0.138971E+02   0.115980E+03   0.156374E+07   0.852534E+03
   327   0.317306E+04   0.140831E+02   0.115335E+03   0.155809E+07   0.844621E+03
   328   0.314085E+04   0.142685E+02   0.114652E+03   0.155247E+07   0.836768E+03
   329   0.310883E+04   0.144531E+02   0.113933E+03   0.154689E+07   0.828975E+03
   330   0.307703E+04   0.146370E+02   0.113178E+03   0.154133E+07   0.821240E+03
   331   0.304545E+04   0.148200E+02   0.112386E+03   0.153581E+07   0.813564E+03
   332   0.301410E+04   0.150022E+02   0.111557E+03   0.153031E+07   0.805947E+03
   333   0.298298E+04   0.151833E+02   0.110694E+03   0.152484E+07   0.798387E+03
   334   0.295210E+04   0.153634E+02   0.109795E+03   0.151941E+07   0.790885E+03
   335   0.292149E+04   0.155422E+02   0.108861E+03   0.151400E+07   0.783440E+03
   336   0.289114E+04   0.157199E+02   0.107892E+03   0.150862E+07   0.776053E+03
   337   0.286105E+04   0.158964E+02   0.106890E+03   0.150327E+07   0.768722E+03
   338   0.283124E+04   0.160715E+02   0.105853E+03   0.149794E+07   0.761447E+03
   339   0.280172E+04   0.162451E+02   0.104784E+03   0.149265E+07   0.754229E+03
   340   0.277249E+04   0.164174E+02   0.103683E+03   0.148738E+07   0.747066E+03
   341   0.274357E+04   0.165880E+02   0.102548E+03   0.148214E+07   0.739959E+03
   342   0.271494E+04   0.167570E+02   0.101381E+03   0.147692E+07   0.732907E+03
   343   0.268664E+04   0.169243E+02   0.100183E+03   0.147174E+07   0.725910E+03
   344   0.265864E+04   0.170898E+02   0.989524E+02   0.146657E+07   0.718967E+03
   345   0.263096E+04   0.172534E+02   0.976909E+02   0.146144E+07   0.712079E+03
   346   0.260361E+04   0.174149E+02   0.963983E+02   0.145633E+07   0.705244E+03
   347   0.257659E+04   0.175745E+02   0.950752E+02   0.145125E+07   0.698463E+03
   348   0.254990E+04   0.177319E+02   0.937217E+02   0.144619E+07   0.691736E+03
   349   0.252356E+04   0.178871E+02   0.923400E+02   0.144116E+07   0.685061E+03
   350   0.249757E+04   0.180402E+02   0.909293E+02   0.143615E+07   0.678439E+03
   351   0.247195E+04   0.181910E+02   0.894911E+02   0.143117E+07   0.671869E+03
   352   0.244669E+04   0.183395E+02   0.880262E+02   0.142621E+07   0.665351E+03
   353   0.242181E+04   0.184857E+02   0.865346E+02   0.142128E+07   0.658885E+03
   354   0.239731E+04   0.186294E+02   0.850185E+02   0.141637E+07   0.652471E+03
   355   0.237320E+04   0.187707E+02   0.834772E+02   0.141148E+07   0.646108E+03
   356   0.234948E+04   0.189094E+02   0.819113E+02   0.140662E+07   0.639797E+03
   357   0.232615E+04   0.190455E+02   0.803217E+02   0.140178E+07   0.633537E+03
   358   0.230322E+04   0.191790E+02   0.787091E+02   0.139697E+07   0.627329E+03
   359   0.228069E+04   0.193096E+02   0.770735E+02   0.139218E+07   0.621171E+03
   360   0.225857E+04   0.194374E+02   0.754164E+02   0.138741E+07   0.615064E+03
   361   0.223685E+04   0.195623E+02   0.737367E+02   0.138266E+07   0.609007E+03
   362   0.221555E+04   0.196842E+02   0.720362E+02   0.137794E+07   0.603001E+03
   363   0.219466E+04   0.198031E+02   0.703157E+02   0.137324E+07   0.597046E+03
   364   0.217419E+04   0.199190E+02   0.685757E+02   0.136857E+07   0.591140E+03
   365   0.215415E+04   0.200317E+02   0.668171E+02   0.136392E+07   0.585284E+03
   366   0.213453E+04   0.201412E+02   0.650407E+02   0.135929E+07   0.579478E+03
   367   0.211534E+04   0.202476E+02   0.632472E+02   0.135468E+07   0.573722E+03
   368   0.209658E+04   0.203506E+02   0.614374E+02   0.135009E+07   0.568015E+03
   369   0.207825E+04   0.204504E+02   0.596121E+02   0.134553E+07   0.562357E+03
   370   0.206037E+04   0.205467E+02   0.577720E+02   0.134099E+07   0.556748E+03
   371   0.204292E+04   0.206397E+02   0.559179E+02   0.133647E+07   0.551188E+03
   372   0.202592E+04   0.207292E+02   0.540505E+02   0.133197E+07   0.545677E+03
   373   0.200935E+04   0.208152E+02   0.521707E+02   0.132750E+07   0.540215E+03
   374   0.199324E+04   0.208978E+02   0.502793E+02   0.132304E+07   0.534800E+03
   375   0.197755E+04   0.209768E+02   0.483768E+02   0.131861E+07   0.529434E+03
   376   0.196232E+04   0.210521E+02   0.464641E+02   0.131420E+07   0.524117E+03
   377   0.194754E+04   0.211238E+02   0.445420E+02   0.130981E+07   0.518847E+03
   378   0.193320E+04   0.211918E+02   0.426111E+02   0.130544E+07   0.513624E+03
   379   0.191931E+04   0.212560E+02   0.406723E+02   0.130109E+07   0.508449E+03
   380   0.190587E+04   0.213164E+02   0.387263E+02   0.129676E+07   0.503322E+03
   381   0.189288E+04   0.213730E+02   0.367739E+02   0.129245E+07   0.498242E+03
   382   0.188034E+04   0.214256E+02   0.348157E+02   0.128816E+07   0.493208E+03
   383   0.186826E+04   0.214745E+02   0.328526E+02   0.128390E+07   0.488222E+03
   384   0.185662E+04   0.215193E+02   0.308855E+02   0.127965E+07   0.483282E+03
   385   0.184543E+04   0.215603E+02   0.289152E+02   0.127542E+07   0.478389E+03
   386   0.183469E+04   0.215973E+02   0.269427E+02   0.127121E+07   0.473543E+03
   387   0.182440E+04   0.216305E+02   0.249686E+02   0.126702E+07   0.468742E+03
   388   0.181456E+04   0.216597E+02   0.229938E+02   0.126286E+07   0.463987E+03
   389   0.180516E+04   0.216850E+02   0.210192E+02   0.125871E+07   0.459279E+03
   390   0.179620E+04   0.217064E+02   0.190456E+02   0.125458E+07   0.454616E+03
   391   0.178769E+04   0.217238E+02   0.170739E+02   0.125046E+07   0.449998E+03
   392   0.177962E+04   0.217373E+02   0.151047E+02   0.124637E+07   0.445426E+03
   393   0.177198E+04   0.217467E+02   0.131389E+02   0.124230E+07   0.440899E+03
   394   0.176478E+04   0.217522E+02   0.111773E+02   0.123824E+07   0.436417E+03
   395   0.175801E+04   0.217536E+02   0.922063E+01   0.123421E+07   0.431979E+03
   396   0.175167E+04   0.217510E+02   0.726972E+01   0.123019E+07   0.427587E+03
   397   0.174576E+04   0.217443E+02   0.532535E+01   0.122619E+07   0.423239E+03
   398   0.174027E+04   0.217336E+02   0.338827E+01   0.122221E+07   0.418935E+03
   399   0.173521E+04   0.217189E+02   0.145928E+01   0.121825E+07   0.414675E+03
   400   0.173058E+04   0.217001E+02  -0.460866E+00   0.121430E+07   0.410459E+03
   401   0.172636E+04   0.216773E+02  -0.237140E+01   0.121037E+07   0.406288E+03
   402   0.172257E+04   0.216505E+02  -0.427153E+01   0.120646E+07   0.402159E+03
   403   0.171919E+04   0.216198E+02  -0.616051E+01   0.120257E+07   0.398074E+03
   404   0.171622E+04   0.215850E+02  -0.803754E+01   0.119869E+07   0.394031E+03
   405   0.171366E+04   0.215462E+02  -0.990186E+01   0.119484E+07   0.390032E+03
   406   0.171150E+04   0.215035E+02  -0.117528E+02   0.119099E+07   0.386074E+03
   407   0.170973E+04   0.214569E+02  -0.135894E+02   0.118717E+07   0.382158E+03
   408   0.170837E+04   0.214063E+02  -0.154110E+02   0.118336E+07   0.378284E+03
   409   0.170738E+04   0.213518E+02  -0.172168E+02   0.117957E+07   0.374451E+03
   410   0.170678E+04   0.212936E+02  -0.190060E+02   0.117580E+07   0.370659E+03
   411   0.170655E+04   0.212314E+02  -0.207781E+02   0.117205E+07   0.366907E+03
   412   0.170670E+04   0.211655E+02  -0.225322E+02   0.116831E+07   0.363196E+03
   413   0.170722E+04   0.210957E+02  -0.242679E+02   0.116458E+07   0.359524E+03
   414   0.170811E+04   0.210223E+02  -0.259844E+02   0.116088E+07   0.355893E+03
   415   0.170934E+04   0.209452E+02  -0.276811E+02   0.115719E+07   0.352300E+03
   416   0.171094E+04   0.208644E+02  -0.293574E+02   0.115352E+07   0.348747E+03
   417   0.171287E+04   0.207800E+02  -0.310126E+02   0.114986E+07   0.345232E+03
   418   0.171516E+04   0.206920E+02  -0.326459E+02   0.114622E+07   0.341756E+03
   419   0.171778E+04   0.206005E+02  -0.342569E+02   0.114259E+07   0.338317E+03
   420   0.172075E+04   0.205054E+02  -0.358447E+02   0.113899E+07   0.334917E+03
   421   0.172404E+04   0.204069E+02  -0.374088E+02   0.113539E+07   0.331553E+03
   422   0.172765E+04   0.203049E+02  -0.389485E+02   0.113182E+07   0.328227E+03
   423   0.173158E+04   0.201994E+02  -0.404631E+02   0.112826E+07   0.324937E+03
   424   0.173583E+04   0.200906E+02  -0.419520E+02   0.112471E+07   0.321684E+03
   425   0.174039E+04   0.199784E+02  -0.434147E+02   0.112118E+07   0.318467E+03
   426   0.174524E+04   0.198630E+02  -0.448508E+02   0.111767E+07   0.315286E+03
   427   0.175038E+04   0.197444E+02  -0.462598E+02   0.111417E+07   0.312140E+03
   428   0.175582E+04   0.196228E+02  -0.476413E+02   0.111069E+07   0.309029E+03
   429   0.176152E+04   0.194982E+02  -0.489949E+02   0.110722E+07   0.305953E+03
   430   0.176749E+04   0.193705E+02  -0.503200E+02   0.110377E+07   0.302911E+03
   431   0.177373E+04   0.192401E+02  -0.516164E+02   0.110033E+07   0.299904E+03
   432   0.178022E+04   0.191069E+02  -0.528835E+02   0.109691E+07   0.296930E+03
   433   0.178697E+04   0.189710E+02  -0.541208E+02   0.109350E+07   0.293990E+03
   434   0.179396E+04   0.188325E+02  -0.553279E+02   0.109011E+07   0.291083E+03
   435   0.180119E+04   0.186912E+02  -0.565044E+02   0.108673E+07   0.288209E+03
   436   0.180866E+04   0.185475E+02  -0.576497E+02   0.108336E+07   0.285368E+03
   437   0.181636E+04   0.184012E+02  -0.587635E+02   0.108002E+07   0.282558E+03
   438   0.182428E+04   0.182526E+02  -0.598454E+02   0.107668E+07   0.279781E+03
   439   0.183243E+04   0.181016E+02  -0.608948E+02   0.107336E+07   0.277035E+03
   440   0.184078E+04   0.179482E+02  -0.619116E+02   0.107006E+07   0.274321E+03
   441   0.184933E+04   0.177928E+02  -0.628953E+02   0.106677E+07   0.271637E+03
   442   0.185807E+04   0.176352E+02  -0.638457E+02   0.106349E+07   0.268984E+03
   443   0.186699E+04   0.174755E+02  -0.647624E+02   0.106022E+07   0.266361E+03
   444   0.187609E+04   0.173140E+02  -0.656450E+02   0.105698E+07   0.263768E+03
   445   0.188534E+04   0.171505E+02  -0.664934E+02   0.105374E+07   0.261205E+03
   446   0.189476E+04   0.169853E+02  -0.673072E+02   0.105052E+07   0.258671E+03
   447   0.190432E+04   0.168184E+02  -0.680864E+02   0.104731E+07   0.256166E+03
   448   0.191403E+04   0.166500E+02  -0.688309E+02   0.104412E+07   0.253690E+03
   449   0.192389E+04   0.164801E+02  -0.695403E+02   0.104094E+07   0.251242E+03
   450   0.193388E+04   0.163086E+02  -0.702147E+02   0.103777E+07   0.248823E+03
   451   0.194400E+04   0.161360E+02  -0.708540E+02   0.103462E+07   0.246431E+03
   452   0.195426E+04   0.159621E+02  -0.714578E+02   0.103148E+07   0.244066E+03
   453   0.196463E+04   0.157870E+02  -0.720261E+02   0.102835E+07   0.241730E+03
   454   0.197511E+04   0.156110E+02  -0.725587E+02   0.102523E+07   0.239422E+03
   455   0.198568E+04   0.154339E+02  -0.730553E+02   0.102213E+07   0.237141E+03
   456   0.199634E+04   0.152560E+02  -0.735158E+02   0.101905E+07   0.234889E+03
   457   0.200709E+04   0.150773E+02  -0.739400E+02   0.101597E+07   0.232664E+03
   458   0.201790E+04   0.148979E+02  -0.743276E+02   0.101291E+07   0.230468E+03
   459   0.202876E+04   0.147179E+02  -0.746787E+02   0.100986E+07   0.228300E+03
   460   0.203969E+04   0.145374E+02  -0.749934E+02   0.100682E+07   0.226161E+03
   461   0.205065E+04   0.143565E+02  -0.752709E+02   0.100380E+07   0.224050E+03
   462   0.206168E+04   0.141753E+02  -0.755134E+02   0.100079E+07   0.221968E+03
   463   0.207273E+04   0.139940E+02  -0.757196E+02   0.997793E+06   0.219914E+03
   464   0.208384E+04   0.138127E+02  -0.758901E+02   0.994808E+06   0.217888E+03
   465   0.209497E+04   0.136314E+02  -0.760248E+02   0.991835E+06   0.215892E+03
   466   0.210613E+04   0.134503E+02  -0.761247E+02   0.988875E+06   0.213924E+03
   467   0.211732E+04   0.132694E+02  -0.761889E+02   0.985928E+06   0.211985E+03
   468   0.212851E+04   0.130890E+02  -0.762181E+02   0.982993E+06   0.210075E+03
   469   0.213971E+04   0.129090E+02  -0.762124E+02   0.980070E+06   0.208194E+03
   470   0.215090E+04   0.127295E+02  -0.761718E+02   0.977160E+06   0.206342E+03
   471   0.216208E+04   0.125507E+02  -0.760955E+02   0.974262E+06   0.204519E+03
   472   0.217322E+04   0.123727E+02  -0.759850E+02   0.971376E+06   0.202725E+03
   473   0.218433E+04   0.121956E+02  -0.758389E+02   0.968502E+06   0.200961E+03
   474   0.219541E+04   0.120193E+02  -0.756593E+02   0.965641E+06   0.199226E+03
   475   0.220643E+04   0.118442E+02  -0.754448E+02   0.962791E+06   0.197520E+03
   476   0.221742E+04   0.116703E+02  -0.751961E+02   0.959954E+06   0.195844E+03
   477   0.222834E+04   0.114975E+02  -0.749139E+02   0.957128E+06   0.194198E+03
   478   0.223921E+04   0.113262E+02  -0.745984E+02   0.954314E+06   0.192581E+03
   479   0.225003E+04   0.111564E+02  -0.742504E+02   0.951512E+06   0.190993E+03
   480   0.226078E+04   0.109882E+02  -0.738695E+02   0.948722E+06   0.189436E+03
   481   0.227146E+04   0.108216E+02  -0.734563E+02   0.945943E+06   0.187908E+03
   482   0.228206E+04   0.106568E+02  -0.730112E+02   0.943177E+06   0.186411E+03
   483   0.229257E+04   0.104939E+02  -0.725345E+02   0.940421E+06   0.184943E+03
   484   0.230299E+04   0.103330E+02  -0.720266E+02   0.937677E+06   0.183506E+03
   485   0.231330E+04   0.101742E+02  -0.714878E+02   0.934945E+06   0.182098E+03
   486   0.232350E+04   0.100176E+02  -0.709186E+02   0.932224E+06   0.180721E+03
   487   0.233358E+04   0.986320E+01  -0.703192E+02   0.929515E+06   0.179374E+03
   488   0.234354E+04   0.971126E+01  -0.696901E+02   0.926817E+06   0.178057E+03
   489   0.235338E+04   0.956171E+01  -0.690320E+02   0.924130E+06   0.176771E+03
   490   0.236308E+04   0.941476E+01  -0.683452E+02   0.921454E+06   0.175515E+03
   491   0.237265E+04   0.927050E+01  -0.676303E+02   0.918790E+06   0.174290E+03
   492   0.238209E+04   0.912891E+01  -0.668878E+02   0.916136E+06   0.173096E+03
   493   0.239139E+04   0.899016E+01  -0.661182E+02   0.913494E+06   0.171932E+03
   494   0.240055E+04   0.885439E+01  -0.653219E+02   0.910862E+06   0.170799E+03
   495   0.240956E+04   0.872167E+01  -0.644996E+02   0.908242E+06   0.169697E+03
   496   0.241843E+04   0.859200E+01  -0.636517E+02   0.905632E+06   0.168626E+03
   497   0.242713E+04   0.846554E+01  -0.627787E+02   0.903034E+06   0.167585E+03
   498   0.243566E+04   0.834235E+01  -0.618814E+02   0.900446E+06   0.166576E+03
   499   0.244403E+04   0.822252E+01  -0.609601E+02   0.897868E+06   0.165598E+03
   500   0.245222E+04   0.810618E+01  -0.600154E+02   0.895302E+06   0.164651E+03
   501   0.246022E+04   0.799335E+01  -0.590480E+02   0.892746E+06   0.163736E+03
   502   0.246804E+04   0.788416E+01  -0.580584E+02   0.890200E+06   0.162850E+03
   503   0.247566E+04   0.777862E+01  -0.570472E+02   0.887665E+06   0.161993E+03
   504   0.248309E+04   0.767695E+01  -0.560153E+02   0.885140E+06   0.161165E+03
   505   0.249034E+04   0.757907E+01  -0.549633E+02   0.882626E+06   0.160363E+03
   506   0.249738E+04   0.748514E+01  -0.538919E+02   0.880123E+06   0.159586E+03
   507   0.250423E+04   0.739524E+01  -0.528018E+02   0.877629E+06   0.158834E+03
   508   0.251088E+04   0.730945E+01  -0.516936E+02   0.875146E+06   0.158104E+03
   509   0.251733E+04   0.722783E+01  -0.505680E+02   0.872673E+06   0.157397E+03
   510   0.252358E+04   0.715043E+01  -0.494259E+02   0.870210E+06   0.156711E+03
   511   0.252961E+04   0.707733E+01  -0.482677E+02   0.867757E+06   0.156045E+03
   512   0.253545E+04   0.700858E+01  -0.470942E+02   0.865315E+06   0.155397E+03
   513   0.254106E+04   0.694426E+01  -0.459063E+02   0.862882E+06   0.154767E+03
   514   0.254647E+04   0.688442E+01  -0.447044E+02   0.860460E+06   0.154153E+03
   515   0.255165E+04   0.682911E+01  -0.434893E+02   0.858047E+06   0.153554E+03
   516   0.255663E+04   0.677841E+01  -0.422618E+02   0.855644E+06   0.152969E+03
   517   0.256138E+04   0.673235E+01  -0.410226E+02   0.853251E+06   0.152396E+03
   518   0.256589E+04   0.669100E+01  -0.397724E+02   0.850868E+06   0.151836E+03
   519   0.257019E+04   0.665442E+01  -0.385120E+02   0.848495E+06   0.151286E+03
   520   0.257425E+04   0.662264E+01  -0.372421E+02   0.846131E+06   0.150745E+03
   521   0.257808E+04   0.659573E+01  -0.359635E+02   0.843777E+06   0.150213E+03
   522   0.258167E+04   0.657373E+01  -0.346767E+02   0.841433E+06   0.149687E+03
   523   0.258501E+04   0.655669E+01  -0.333827E+02   0.839098E+06   0.149168E+03
   524   0.258813E+04   0.654463E+01  -0.320822E+02   0.836772E+06   0.148653E+03
   525   0.259100E+04   0.653760E+01  -0.307758E+02   0.834456E+06   0.148142E+03
   526   0.259363E+04   0.653562E+01  -0.294644E+02   0.832150E+06   0.147633E+03
   527   0.259604E+04   0.653873E+01  -0.281487E+02   0.829853E+06   0.147125E+03
   528   0.259820E+04   0.654697E+01  -0.268294E+02   0.827565E+06   0.146618E+03
   529   0.260013E+04   0.656035E+01  -0.255072E+02   0.825286E+06   0.146109E+03
   530   0.260182E+04   0.657890E+01  -0.241830E+02   0.823017E+06   0.145599E+03
   531   0.260327E+04   0.660266E+01  -0.228576E+02   0.820757E+06   0.145085E+03
   532   0.260449E+04   0.663164E+01  -0.215318E+02   0.818506E+06   0.144566E+03
   533   0.260547E+04   0.666585E+01  -0.202063E+02   0.816264E+06   0.144042E+03
   534   0.260621E+04   0.670531E+01  -0.188820E+02   0.814031E+06   0.143511E+03
   535   0.260672E+04   0.675007E+01  -0.175597E+02   0.811807E+06   0.142972E+03
   536   0.260698E+04   0.680012E+01  -0.162402E+02   0.809592E+06   0.142424E+03
   537   0.260701E+04   0.685547E+01  -0.149242E+02   0.807386E+06   0.141866E+03
   538   0.260680E+04   0.691614E+01  -0.136125E+02   0.805189E+06   0.141296E+03
   539   0.260636E+04   0.698212E+01  -0.123059E+02   0.803001E+06   0.140714E+03
   540   0.260568E+04   0.705341E+01  -0.110051E+02   0.800821E+06   0.140118E+03
   541   0.260478E+04   0.713003E+01  -0.971077E+01   0.798650E+06   0.139507E+03
   542   0.260364E+04   0.721197E+01  -0.842380E+01   0.796488E+06   0.138880E+03
   543   0.260227E+04   0.729924E+01  -0.714486E+01   0.794334E+06   0.138236E+03
   544   0.260067E+04   0.739183E+01  -0.587468E+01   0.792189E+06   0.137574E+03
   545   0.259885E+04   0.748971E+01  -0.461396E+01   0.790053E+06   0.136892E+03
   546   0.259680E+04   0.759289E+01  -0.336337E+01   0.787925E+06   0.136189E+03
   547   0.259453E+04   0.770134E+01  -0.212364E+01   0.785805E+06   0.135465E+03
   548   0.259203E+04   0.781498E+01  -0.895433E+00   0.783694E+06   0.134718E+03
   549   0.258931E+04   0.793397E+01   0.320534E+00   0.781591E+06   0.133946E+03
   550   0.258637E+04   0.805807E+01   0.152357E+01   0.779496E+06   0.133149E+03
