#    L    TT             EE             BB             TE             PP             TP             EP          
  5006   0.177666E+00   0.450236E-02   0.201769E-05  -0.524439E-02   0.330762E-09   0.351666E-07  -0.625147E-10
  5007   0.177278E+00   0.449115E-02   0.201430E-05  -0.520528E-02   0.330596E-09   0.353158E-07  -0.622989E-10
  5008   0.176889E+00   0.448010E-02   0.201091E-05  -0.516662E-02   0.330429E-09   0.354634E-07  -0.620818E-10
  5009   0.176501E+00   0.446924E-02   0.200753E-05  -0.512840E-02   0.330263E-09   0.356093E-07  -0.618636E-10
  5010   0.176113E+00   0.445855E-02   0.200415E-05  -0.509065E-02   0.330097E-09   0.357537E-07  -0.616441E-10
  5011   0.175724E+00   0.444802E-02   0.200078E-05  -0.505335E-02   0.329931E-09   0.358965E-07  -0.614236E-10
  5012   0.175336E+00   0.443766E-02   0.199741E-05  -0.501652E-02   0.329765E-09   0.360378E-07  -0.612018E-10
  5013   0.174948E+00   0.442746E-02   0.199405E-05  -0.498016E-02   0.329600E-09   0.361774E-07  -0.609789E-10
  5014   0.174560E+00   0.441742E-02   0.199069E-05  -0.494426E-02   0.329434E-09   0.363155E-07  -0.607548E-10
  5015   0.174172E+00   0.440754E-02   0.198734E-05  -0.490885E-02   0.329268E-09   0.364520E-07  -0.605296E-10
  5016   0.173785E+00   0.439782E-02   0.198400E-05  -0.487391E-02   0.329103E-09   0.365870E-07  -0.603033E-10
  5017   0.173397E+00   0.438825E-02   0.198066E-05  -0.483945E-02   0.328938E-09   0.367204E-07  -0.600758E-10
  5018   0.173010E+00   0.437883E-02   0.197732E-05  -0.480549E-02   0.328772E-09   0.368523E-07  -0.598472E-10
  5019   0.172623E+00   0.436955E-02   0.197399E-05  -0.477201E-02   0.328607E-09   0.369826E-07  -0.596175E-10
  5020   0.172236E+00   0.436042E-02   0.197067E-05  -0.473904E-02   0.328442E-09   0.371114E-07  -0.593867E-10
  5021   0.171851E+00   0.435143E-02   0.196735E-05  -0.470655E-02   0.328277E-09   0.372387E-07  -0.591547E-10
  5022   0.171465E+00   0.434258E-02   0.196404E-05  -0.467458E-02   0.328112E-09   0.373644E-07  -0.589217E-10
  5023   0.171079E+00   0.433387E-02   0.196073E-05  -0.464311E-02   0.327947E-09   0.374886E-07  -0.586876E-10
  5024   0.170694E+00   0.432529E-02   0.195743E-05  -0.461215E-02   0.327782E-09   0.376113E-07  -0.584523E-10
  5025   0.170310E+00   0.431684E-02   0.195413E-05  -0.458171E-02   0.327618E-09   0.377325E-07  -0.582160E-10
  5026   0.169927E+00   0.430852E-02   0.195084E-05  -0.455178E-02   0.327453E-09   0.378522E-07  -0.579787E-10
  5027   0.169543E+00   0.430033E-02   0.194755E-05  -0.452238E-02   0.327288E-09   0.379704E-07  -0.577402E-10
  5028   0.169161E+00   0.429226E-02   0.194427E-05  -0.449351E-02   0.327124E-09   0.380871E-07  -0.575007E-10
  5029   0.168779E+00   0.428430E-02   0.194099E-05  -0.446516E-02   0.326960E-09   0.382023E-07  -0.572602E-10
  5030   0.168397E+00   0.427647E-02   0.193772E-05  -0.443735E-02   0.326795E-09   0.383160E-07  -0.570186E-10
  5031   0.168017E+00   0.426875E-02   0.193446E-05  -0.441009E-02   0.326631E-09   0.384282E-07  -0.567759E-10
  5032   0.167636E+00   0.426114E-02   0.193120E-05  -0.438336E-02   0.326467E-09   0.385390E-07  -0.565323E-10
  5033   0.167257E+00   0.425365E-02   0.192794E-05  -0.435719E-02   0.326303E-09   0.386482E-07  -0.562875E-10
  5034   0.166879E+00   0.424625E-02   0.192469E-05  -0.433155E-02   0.326139E-09   0.387561E-07  -0.560418E-10
  5035   0.166502E+00   0.423897E-02   0.192145E-05  -0.430648E-02   0.325976E-09   0.388624E-07  -0.557951E-10
  5036   0.166125E+00   0.423179E-02   0.191821E-05  -0.428197E-02   0.325812E-09   0.389673E-07  -0.555473E-10
  5037   0.165749E+00   0.422470E-02   0.191497E-05  -0.425801E-02   0.325648E-09   0.390708E-07  -0.552986E-10
  5038   0.165374E+00   0.421772E-02   0.191175E-05  -0.423463E-02   0.325485E-09   0.391728E-07  -0.550488E-10
  5039   0.165000E+00   0.421082E-02   0.190852E-05  -0.421182E-02   0.325321E-09   0.392734E-07  -0.547981E-10
  5040   0.164628E+00   0.420401E-02   0.190531E-05  -0.418957E-02   0.325158E-09   0.393725E-07  -0.545463E-10
  5041   0.164256E+00   0.419729E-02   0.190210E-05  -0.416791E-02   0.324995E-09   0.394703E-07  -0.542936E-10
  5042   0.163886E+00   0.419066E-02   0.189889E-05  -0.414683E-02   0.324831E-09   0.395665E-07  -0.540400E-10
  5043   0.163515E+00   0.418411E-02   0.189569E-05  -0.412634E-02   0.324668E-09   0.396614E-07  -0.537853E-10
  5044   0.163147E+00   0.417765E-02   0.189249E-05  -0.410644E-02   0.324505E-09   0.397549E-07  -0.535297E-10
  5045   0.162780E+00   0.417125E-02   0.188930E-05  -0.408713E-02   0.324342E-09   0.398469E-07  -0.532732E-10
  5046   0.162414E+00   0.416494E-02   0.188612E-05  -0.406840E-02   0.324180E-09   0.399376E-07  -0.530157E-10
  5047   0.162049E+00   0.415870E-02   0.188294E-05  -0.405026E-02   0.324017E-09   0.400268E-07  -0.527572E-10
  5048   0.161685E+00   0.415252E-02   0.187976E-05  -0.403268E-02   0.323854E-09   0.401147E-07  -0.524979E-10
  5049   0.161322E+00   0.414642E-02   0.187660E-05  -0.401565E-02   0.323692E-09   0.402012E-07  -0.522376E-10
  5050   0.160961E+00   0.414038E-02   0.187343E-05  -0.399917E-02   0.323529E-09   0.402862E-07  -0.519764E-10
  5051   0.160600E+00   0.413440E-02   0.187027E-05  -0.398324E-02   0.323367E-09   0.403700E-07  -0.517143E-10
  5052   0.160241E+00   0.412849E-02   0.186712E-05  -0.396783E-02   0.323204E-09   0.404523E-07  -0.514512E-10
  5053   0.159883E+00   0.412264E-02   0.186398E-05  -0.395294E-02   0.323042E-09   0.405333E-07  -0.511873E-10
  5054   0.159526E+00   0.411684E-02   0.186083E-05  -0.393857E-02   0.322880E-09   0.406129E-07  -0.509225E-10
  5055   0.159171E+00   0.411109E-02   0.185770E-05  -0.392469E-02   0.322718E-09   0.406911E-07  -0.506568E-10
  5056   0.158816E+00   0.410540E-02   0.185457E-05  -0.391132E-02   0.322556E-09   0.407680E-07  -0.503902E-10
  5057   0.158463E+00   0.409976E-02   0.185144E-05  -0.389842E-02   0.322394E-09   0.408436E-07  -0.501227E-10
  5058   0.158111E+00   0.409417E-02   0.184832E-05  -0.388600E-02   0.322232E-09   0.409178E-07  -0.498544E-10
  5059   0.157760E+00   0.408862E-02   0.184521E-05  -0.387404E-02   0.322071E-09   0.409907E-07  -0.495852E-10
  5060   0.157410E+00   0.408311E-02   0.184210E-05  -0.386254E-02   0.321909E-09   0.410622E-07  -0.493152E-10
  5061   0.157061E+00   0.407764E-02   0.183900E-05  -0.385149E-02   0.321748E-09   0.411325E-07  -0.490443E-10
  5062   0.156714E+00   0.407222E-02   0.183590E-05  -0.384086E-02   0.321586E-09   0.412014E-07  -0.487725E-10
  5063   0.156368E+00   0.406682E-02   0.183281E-05  -0.383068E-02   0.321425E-09   0.412689E-07  -0.485000E-10
  5064   0.156023E+00   0.406146E-02   0.182972E-05  -0.382091E-02   0.321264E-09   0.413352E-07  -0.482266E-10
  5065   0.155678E+00   0.405613E-02   0.182664E-05  -0.381156E-02   0.321102E-09   0.414002E-07  -0.479523E-10
  5066   0.155336E+00   0.405083E-02   0.182356E-05  -0.380259E-02   0.320941E-09   0.414638E-07  -0.476773E-10
  5067   0.154994E+00   0.404556E-02   0.182049E-05  -0.379403E-02   0.320780E-09   0.415262E-07  -0.474015E-10
  5068   0.154654E+00   0.404031E-02   0.181742E-05  -0.378584E-02   0.320619E-09   0.415873E-07  -0.471248E-10
  5069   0.154314E+00   0.403509E-02   0.181437E-05  -0.377803E-02   0.320459E-09   0.416471E-07  -0.468474E-10
  5070   0.153977E+00   0.402987E-02   0.181131E-05  -0.377058E-02   0.320298E-09   0.417056E-07  -0.465691E-10
  5071   0.153639E+00   0.402468E-02   0.180826E-05  -0.376349E-02   0.320137E-09   0.417629E-07  -0.462901E-10
  5072   0.153304E+00   0.401951E-02   0.180522E-05  -0.375674E-02   0.319977E-09   0.418188E-07  -0.460103E-10
  5073   0.152969E+00   0.401435E-02   0.180218E-05  -0.375033E-02   0.319816E-09   0.418735E-07  -0.457297E-10
  5074   0.152636E+00   0.400919E-02   0.179915E-05  -0.374424E-02   0.319656E-09   0.419270E-07  -0.454484E-10
  5075   0.152304E+00   0.400405E-02   0.179612E-05  -0.373848E-02   0.319495E-09   0.419792E-07  -0.451663E-10
  5076   0.151972E+00   0.399891E-02   0.179310E-05  -0.373302E-02   0.319335E-09   0.420301E-07  -0.448835E-10
  5077   0.151643E+00   0.399377E-02   0.179009E-05  -0.372786E-02   0.319175E-09   0.420798E-07  -0.445999E-10
  5078   0.151314E+00   0.398864E-02   0.178707E-05  -0.372299E-02   0.319015E-09   0.421283E-07  -0.443156E-10
  5079   0.150986E+00   0.398351E-02   0.178407E-05  -0.371840E-02   0.318855E-09   0.421755E-07  -0.440305E-10
  5080   0.150659E+00   0.397837E-02   0.178107E-05  -0.371408E-02   0.318695E-09   0.422215E-07  -0.437447E-10
  5081   0.150335E+00   0.397322E-02   0.177808E-05  -0.371002E-02   0.318535E-09   0.422663E-07  -0.434582E-10
  5082   0.150011E+00   0.396807E-02   0.177509E-05  -0.370622E-02   0.318376E-09   0.423099E-07  -0.431710E-10
  5083   0.149688E+00   0.396291E-02   0.177211E-05  -0.370266E-02   0.318216E-09   0.423522E-07  -0.428831E-10
  5084   0.149366E+00   0.395773E-02   0.176913E-05  -0.369934E-02   0.318056E-09   0.423934E-07  -0.425944E-10
  5085   0.149046E+00   0.395254E-02   0.176616E-05  -0.369624E-02   0.317897E-09   0.424333E-07  -0.423051E-10
  5086   0.148727E+00   0.394733E-02   0.176319E-05  -0.369336E-02   0.317738E-09   0.424720E-07  -0.420151E-10
  5087   0.148408E+00   0.394210E-02   0.176023E-05  -0.369067E-02   0.317578E-09   0.425096E-07  -0.417244E-10
  5088   0.148092E+00   0.393684E-02   0.175728E-05  -0.368820E-02   0.317419E-09   0.425459E-07  -0.414331E-10
  5089   0.147776E+00   0.393156E-02   0.175433E-05  -0.368590E-02   0.317260E-09   0.425811E-07  -0.411410E-10
  5090   0.147461E+00   0.392626E-02   0.175138E-05  -0.368380E-02   0.317101E-09   0.426151E-07  -0.408484E-10
  5091   0.147148E+00   0.392093E-02   0.174844E-05  -0.368186E-02   0.316942E-09   0.426480E-07  -0.405550E-10
  5092   0.146835E+00   0.391557E-02   0.174551E-05  -0.368008E-02   0.316783E-09   0.426796E-07  -0.402610E-10
  5093   0.146525E+00   0.391017E-02   0.174258E-05  -0.367844E-02   0.316624E-09   0.427101E-07  -0.399664E-10
  5094   0.146214E+00   0.390474E-02   0.173966E-05  -0.367696E-02   0.316466E-09   0.427395E-07  -0.396711E-10
  5095   0.145906E+00   0.389926E-02   0.173675E-05  -0.367561E-02   0.316307E-09   0.427676E-07  -0.393752E-10
  5096   0.145599E+00   0.389375E-02   0.173383E-05  -0.367438E-02   0.316149E-09   0.427947E-07  -0.390787E-10
  5097   0.145292E+00   0.388820E-02   0.173093E-05  -0.367326E-02   0.315990E-09   0.428206E-07  -0.387816E-10
  5098   0.144987E+00   0.388260E-02   0.172803E-05  -0.367225E-02   0.315832E-09   0.428454E-07  -0.384838E-10
  5099   0.144683E+00   0.387695E-02   0.172514E-05  -0.367134E-02   0.315674E-09   0.428690E-07  -0.381855E-10
  5100   0.144380E+00   0.387125E-02   0.172225E-05  -0.367051E-02   0.315515E-09   0.428915E-07  -0.378865E-10
  5101   0.144079E+00   0.386550E-02   0.171936E-05  -0.366976E-02   0.315357E-09   0.429129E-07  -0.375870E-10
  5102   0.143778E+00   0.385969E-02   0.171649E-05  -0.366908E-02   0.315199E-09   0.429332E-07  -0.372868E-10
  5103   0.143479E+00   0.385384E-02   0.171362E-05  -0.366846E-02   0.315041E-09   0.429523E-07  -0.369861E-10
  5104   0.143181E+00   0.384791E-02   0.171075E-05  -0.366789E-02   0.314884E-09   0.429704E-07  -0.366849E-10
  5105   0.142884E+00   0.384193E-02   0.170789E-05  -0.366736E-02   0.314726E-09   0.429874E-07  -0.363830E-10
  5106   0.142589E+00   0.383589E-02   0.170503E-05  -0.366686E-02   0.314568E-09   0.430032E-07  -0.360806E-10
  5107   0.142294E+00   0.382978E-02   0.170219E-05  -0.366638E-02   0.314411E-09   0.430180E-07  -0.357777E-10
  5108   0.142001E+00   0.382359E-02   0.169934E-05  -0.366592E-02   0.314253E-09   0.430317E-07  -0.354742E-10
  5109   0.141709E+00   0.381735E-02   0.169650E-05  -0.366546E-02   0.314096E-09   0.430443E-07  -0.351702E-10
  5110   0.141418E+00   0.381102E-02   0.169367E-05  -0.366500E-02   0.313938E-09   0.430558E-07  -0.348656E-10
  5111   0.141128E+00   0.380462E-02   0.169084E-05  -0.366452E-02   0.313781E-09   0.430663E-07  -0.345605E-10
  5112   0.140840E+00   0.379814E-02   0.168802E-05  -0.366401E-02   0.313624E-09   0.430757E-07  -0.342549E-10
  5113   0.140552E+00   0.379158E-02   0.168521E-05  -0.366347E-02   0.313467E-09   0.430840E-07  -0.339488E-10
  5114   0.140266E+00   0.378495E-02   0.168240E-05  -0.366290E-02   0.313310E-09   0.430913E-07  -0.336422E-10
  5115   0.139981E+00   0.377822E-02   0.167959E-05  -0.366227E-02   0.313153E-09   0.430976E-07  -0.333350E-10
  5116   0.139697E+00   0.377141E-02   0.167679E-05  -0.366157E-02   0.312996E-09   0.431028E-07  -0.330274E-10
  5117   0.139414E+00   0.376451E-02   0.167400E-05  -0.366081E-02   0.312839E-09   0.431069E-07  -0.327193E-10
  5118   0.139133E+00   0.375752E-02   0.167121E-05  -0.365997E-02   0.312683E-09   0.431100E-07  -0.324107E-10
  5119   0.138852E+00   0.375043E-02   0.166843E-05  -0.365905E-02   0.312526E-09   0.431121E-07  -0.321017E-10
  5120   0.138573E+00   0.374325E-02   0.166566E-05  -0.365802E-02   0.312370E-09   0.431132E-07  -0.317921E-10
  5121   0.138295E+00   0.373597E-02   0.166289E-05  -0.365690E-02   0.312213E-09   0.431133E-07  -0.314821E-10
  5122   0.138019E+00   0.372860E-02   0.166012E-05  -0.365568E-02   0.312057E-09   0.431123E-07  -0.311717E-10
  5123   0.137743E+00   0.372114E-02   0.165736E-05  -0.365437E-02   0.311901E-09   0.431103E-07  -0.308608E-10
  5124   0.137469E+00   0.371358E-02   0.165461E-05  -0.365295E-02   0.311744E-09   0.431074E-07  -0.305494E-10
  5125   0.137196E+00   0.370594E-02   0.165186E-05  -0.365144E-02   0.311588E-09   0.431034E-07  -0.302377E-10
  5126   0.136923E+00   0.369821E-02   0.164912E-05  -0.364983E-02   0.311432E-09   0.430984E-07  -0.299254E-10
  5127   0.136651E+00   0.369039E-02   0.164638E-05  -0.364813E-02   0.311276E-09   0.430925E-07  -0.296128E-10
  5128   0.136381E+00   0.368249E-02   0.164365E-05  -0.364633E-02   0.311121E-09   0.430856E-07  -0.292998E-10
  5129   0.136113E+00   0.367451E-02   0.164092E-05  -0.364444E-02   0.310965E-09   0.430777E-07  -0.289863E-10
  5130   0.135844E+00   0.366644E-02   0.163820E-05  -0.364244E-02   0.310809E-09   0.430688E-07  -0.286725E-10
  5131   0.135577E+00   0.365830E-02   0.163549E-05  -0.364036E-02   0.310654E-09   0.430589E-07  -0.283582E-10
  5132   0.135311E+00   0.365007E-02   0.163278E-05  -0.363818E-02   0.310498E-09   0.430481E-07  -0.280436E-10
  5133   0.135046E+00   0.364176E-02   0.163008E-05  -0.363590E-02   0.310343E-09   0.430364E-07  -0.277285E-10
  5134   0.134782E+00   0.363338E-02   0.162738E-05  -0.363353E-02   0.310187E-09   0.430236E-07  -0.274131E-10
  5135   0.134518E+00   0.362492E-02   0.162469E-05  -0.363106E-02   0.310032E-09   0.430100E-07  -0.270973E-10
  5136   0.134255E+00   0.361639E-02   0.162201E-05  -0.362850E-02   0.309877E-09   0.429954E-07  -0.267812E-10
  5137   0.133994E+00   0.360778E-02   0.161933E-05  -0.362584E-02   0.309722E-09   0.429798E-07  -0.264647E-10
  5138   0.133733E+00   0.359911E-02   0.161665E-05  -0.362310E-02   0.309567E-09   0.429634E-07  -0.261478E-10
  5139   0.133474E+00   0.359036E-02   0.161398E-05  -0.362025E-02   0.309412E-09   0.429460E-07  -0.258306E-10
  5140   0.133215E+00   0.358155E-02   0.161132E-05  -0.361731E-02   0.309257E-09   0.429277E-07  -0.255131E-10
  5141   0.132957E+00   0.357267E-02   0.160866E-05  -0.361428E-02   0.309102E-09   0.429084E-07  -0.251952E-10
  5142   0.132699E+00   0.356373E-02   0.160601E-05  -0.361116E-02   0.308948E-09   0.428883E-07  -0.248770E-10
  5143   0.132443E+00   0.355472E-02   0.160337E-05  -0.360794E-02   0.308793E-09   0.428673E-07  -0.245585E-10
  5144   0.132187E+00   0.354565E-02   0.160073E-05  -0.360463E-02   0.308639E-09   0.428453E-07  -0.242396E-10
  5145   0.131932E+00   0.353651E-02   0.159809E-05  -0.360122E-02   0.308484E-09   0.428225E-07  -0.239205E-10
  5146   0.131678E+00   0.352732E-02   0.159546E-05  -0.359773E-02   0.308330E-09   0.427987E-07  -0.236011E-10
  5147   0.131425E+00   0.351806E-02   0.159284E-05  -0.359414E-02   0.308176E-09   0.427741E-07  -0.232813E-10
  5148   0.131172E+00   0.350875E-02   0.159022E-05  -0.359046E-02   0.308021E-09   0.427486E-07  -0.229613E-10
  5149   0.130920E+00   0.349939E-02   0.158761E-05  -0.358668E-02   0.307867E-09   0.427223E-07  -0.226410E-10
  5150   0.130668E+00   0.348997E-02   0.158501E-05  -0.358282E-02   0.307713E-09   0.426950E-07  -0.223204E-10
  5151   0.130418E+00   0.348049E-02   0.158241E-05  -0.357886E-02   0.307559E-09   0.426669E-07  -0.219996E-10
  5152   0.130167E+00   0.347097E-02   0.157981E-05  -0.357481E-02   0.307406E-09   0.426380E-07  -0.216785E-10
  5153   0.129918E+00   0.346140E-02   0.157722E-05  -0.357067E-02   0.307252E-09   0.426081E-07  -0.213571E-10
  5154   0.129669E+00   0.345178E-02   0.157464E-05  -0.356644E-02   0.307098E-09   0.425775E-07  -0.210355E-10
  5155   0.129420E+00   0.344210E-02   0.157207E-05  -0.356211E-02   0.306945E-09   0.425460E-07  -0.207136E-10
  5156   0.129173E+00   0.343239E-02   0.156949E-05  -0.355770E-02   0.306791E-09   0.425136E-07  -0.203915E-10
  5157   0.128926E+00   0.342263E-02   0.156693E-05  -0.355320E-02   0.306638E-09   0.424804E-07  -0.200692E-10
  5158   0.128679E+00   0.341283E-02   0.156437E-05  -0.354860E-02   0.306484E-09   0.424464E-07  -0.197467E-10
  5159   0.128434E+00   0.340298E-02   0.156182E-05  -0.354392E-02   0.306331E-09   0.424116E-07  -0.194239E-10
  5160   0.128188E+00   0.339309E-02   0.155927E-05  -0.353914E-02   0.306178E-09   0.423760E-07  -0.191009E-10
  5161   0.127943E+00   0.338316E-02   0.155672E-05  -0.353428E-02   0.306025E-09   0.423395E-07  -0.187778E-10
  5162   0.127698E+00   0.337321E-02   0.155419E-05  -0.352932E-02   0.305872E-09   0.423022E-07  -0.184544E-10
  5163   0.127454E+00   0.336321E-02   0.155166E-05  -0.352428E-02   0.305719E-09   0.422642E-07  -0.181308E-10
  5164   0.127210E+00   0.335317E-02   0.154913E-05  -0.351914E-02   0.305566E-09   0.422253E-07  -0.178071E-10
  5165   0.126967E+00   0.334311E-02   0.154661E-05  -0.351392E-02   0.305413E-09   0.421856E-07  -0.174831E-10
  5166   0.126724E+00   0.333301E-02   0.154410E-05  -0.350861E-02   0.305260E-09   0.421452E-07  -0.171590E-10
  5167   0.126481E+00   0.332288E-02   0.154159E-05  -0.350321E-02   0.305108E-09   0.421039E-07  -0.168348E-10
  5168   0.126239E+00   0.331272E-02   0.153909E-05  -0.349772E-02   0.304955E-09   0.420619E-07  -0.165104E-10
  5169   0.125998E+00   0.330253E-02   0.153659E-05  -0.349215E-02   0.304803E-09   0.420192E-07  -0.161858E-10
  5170   0.125756E+00   0.329232E-02   0.153410E-05  -0.348648E-02   0.304650E-09   0.419756E-07  -0.158611E-10
  5171   0.125515E+00   0.328208E-02   0.153162E-05  -0.348073E-02   0.304498E-09   0.419313E-07  -0.155362E-10
  5172   0.125274E+00   0.327182E-02   0.152914E-05  -0.347488E-02   0.304346E-09   0.418862E-07  -0.152112E-10
  5173   0.125034E+00   0.326153E-02   0.152667E-05  -0.346896E-02   0.304194E-09   0.418404E-07  -0.148861E-10
  5174   0.124793E+00   0.325123E-02   0.152420E-05  -0.346294E-02   0.304041E-09   0.417939E-07  -0.145608E-10
  5175   0.124553E+00   0.324091E-02   0.152174E-05  -0.345684E-02   0.303890E-09   0.417466E-07  -0.142355E-10
  5176   0.124313E+00   0.323057E-02   0.151929E-05  -0.345065E-02   0.303738E-09   0.416985E-07  -0.139100E-10
  5177   0.124074E+00   0.322021E-02   0.151684E-05  -0.344437E-02   0.303586E-09   0.416498E-07  -0.135845E-10
  5178   0.123835E+00   0.320984E-02   0.151439E-05  -0.343801E-02   0.303434E-09   0.416003E-07  -0.132588E-10
  5179   0.123595E+00   0.319944E-02   0.151195E-05  -0.343155E-02   0.303282E-09   0.415501E-07  -0.129331E-10
  5180   0.123356E+00   0.318905E-02   0.150952E-05  -0.342502E-02   0.303131E-09   0.414991E-07  -0.126072E-10
  5181   0.123117E+00   0.317863E-02   0.150710E-05  -0.341840E-02   0.302979E-09   0.414475E-07  -0.122813E-10
  5182   0.122879E+00   0.316821E-02   0.150468E-05  -0.341168E-02   0.302828E-09   0.413951E-07  -0.119554E-10
  5183   0.122640E+00   0.315778E-02   0.150226E-05  -0.340489E-02   0.302676E-09   0.413421E-07  -0.116293E-10
  5184   0.122401E+00   0.314734E-02   0.149985E-05  -0.339801E-02   0.302525E-09   0.412884E-07  -0.113033E-10
  5185   0.122163E+00   0.313690E-02   0.149745E-05  -0.339105E-02   0.302374E-09   0.412339E-07  -0.109771E-10
  5186   0.121925E+00   0.312646E-02   0.149505E-05  -0.338400E-02   0.302223E-09   0.411788E-07  -0.106509E-10
  5187   0.121686E+00   0.311601E-02   0.149266E-05  -0.337686E-02   0.302072E-09   0.411230E-07  -0.103247E-10
  5188   0.121448E+00   0.310556E-02   0.149028E-05  -0.336964E-02   0.301921E-09   0.410666E-07  -0.999847E-11
  5189   0.121209E+00   0.309511E-02   0.148790E-05  -0.336234E-02   0.301770E-09   0.410094E-07  -0.967221E-11
  5190   0.120971E+00   0.308466E-02   0.148552E-05  -0.335495E-02   0.301619E-09   0.409516E-07  -0.934592E-11
  5191   0.120733E+00   0.307422E-02   0.148315E-05  -0.334748E-02   0.301469E-09   0.408932E-07  -0.901962E-11
  5192   0.120494E+00   0.306378E-02   0.148079E-05  -0.333992E-02   0.301318E-09   0.408341E-07  -0.869332E-11
  5193   0.120256E+00   0.305334E-02   0.147844E-05  -0.333228E-02   0.301167E-09   0.407743E-07  -0.836702E-11
  5194   0.120017E+00   0.304291E-02   0.147609E-05  -0.332456E-02   0.301017E-09   0.407139E-07  -0.804073E-11
  5195   0.119779E+00   0.303249E-02   0.147374E-05  -0.331674E-02   0.300867E-09   0.406528E-07  -0.771446E-11
  5196   0.119539E+00   0.302209E-02   0.147140E-05  -0.330885E-02   0.300716E-09   0.405912E-07  -0.738821E-11
  5197   0.119301E+00   0.301169E-02   0.146907E-05  -0.330088E-02   0.300566E-09   0.405289E-07  -0.706198E-11
  5198   0.119062E+00   0.300130E-02   0.146675E-05  -0.329282E-02   0.300416E-09   0.404659E-07  -0.673579E-11
  5199   0.118823E+00   0.299093E-02   0.146442E-05  -0.328468E-02   0.300266E-09   0.404024E-07  -0.640964E-11
  5200   0.118584E+00   0.298057E-02   0.146211E-05  -0.327646E-02   0.300116E-09   0.403382E-07  -0.608354E-11
  5201   0.118344E+00   0.297023E-02   0.145980E-05  -0.326815E-02   0.299966E-09   0.402735E-07  -0.575749E-11
  5202   0.118104E+00   0.295992E-02   0.145750E-05  -0.325977E-02   0.299816E-09   0.402081E-07  -0.543151E-11
  5203   0.117864E+00   0.294962E-02   0.145520E-05  -0.325130E-02   0.299666E-09   0.401421E-07  -0.510559E-11
  5204   0.117624E+00   0.293933E-02   0.145291E-05  -0.324275E-02   0.299517E-09   0.400756E-07  -0.477974E-11
  5205   0.117383E+00   0.292907E-02   0.145062E-05  -0.323411E-02   0.299367E-09   0.400084E-07  -0.445397E-11
  5206   0.117143E+00   0.291884E-02   0.144835E-05  -0.322540E-02   0.299218E-09   0.399407E-07  -0.412829E-11
  5207   0.116902E+00   0.290863E-02   0.144607E-05  -0.321661E-02   0.299068E-09   0.398724E-07  -0.380270E-11
  5208   0.116660E+00   0.289845E-02   0.144380E-05  -0.320773E-02   0.298919E-09   0.398035E-07  -0.347721E-11
  5209   0.116419E+00   0.288830E-02   0.144154E-05  -0.319877E-02   0.298769E-09   0.397341E-07  -0.315182E-11
  5210   0.116176E+00   0.287817E-02   0.143929E-05  -0.318974E-02   0.298620E-09   0.396641E-07  -0.282655E-11
  5211   0.115934E+00   0.286808E-02   0.143704E-05  -0.318062E-02   0.298471E-09   0.395935E-07  -0.250139E-11
  5212   0.115692E+00   0.285802E-02   0.143479E-05  -0.317142E-02   0.298322E-09   0.395224E-07  -0.217636E-11
  5213   0.115448E+00   0.284799E-02   0.143256E-05  -0.316215E-02   0.298173E-09   0.394508E-07  -0.185147E-11
  5214   0.115205E+00   0.283800E-02   0.143032E-05  -0.315279E-02   0.298024E-09   0.393786E-07  -0.152670E-11
  5215   0.114961E+00   0.282804E-02   0.142810E-05  -0.314335E-02   0.297876E-09   0.393058E-07  -0.120209E-11
  5216   0.114716E+00   0.281812E-02   0.142588E-05  -0.313383E-02   0.297727E-09   0.392326E-07  -0.877619E-12
  5217   0.114471E+00   0.280824E-02   0.142366E-05  -0.312424E-02   0.297578E-09   0.391588E-07  -0.553309E-12
  5218   0.114226E+00   0.279841E-02   0.142146E-05  -0.311456E-02   0.297430E-09   0.390845E-07  -0.229163E-12
  5219   0.113980E+00   0.278861E-02   0.141925E-05  -0.310481E-02   0.297281E-09   0.390097E-07   0.948138E-13
  5220   0.113734E+00   0.277886E-02   0.141706E-05  -0.309498E-02   0.297133E-09   0.389343E-07   0.418614E-12
  5221   0.113487E+00   0.276915E-02   0.141487E-05  -0.308507E-02   0.296984E-09   0.388585E-07   0.742232E-12
  5222   0.113239E+00   0.275948E-02   0.141268E-05  -0.307508E-02   0.296836E-09   0.387821E-07   0.106566E-11
  5223   0.112991E+00   0.274987E-02   0.141050E-05  -0.306501E-02   0.296688E-09   0.387053E-07   0.138889E-11
  5224   0.112742E+00   0.274030E-02   0.140833E-05  -0.305486E-02   0.296540E-09   0.386280E-07   0.171192E-11
  5225   0.112493E+00   0.273079E-02   0.140617E-05  -0.304464E-02   0.296392E-09   0.385502E-07   0.203475E-11
  5226   0.112243E+00   0.272133E-02   0.140401E-05  -0.303434E-02   0.296244E-09   0.384719E-07   0.235735E-11
  5227   0.111992E+00   0.271191E-02   0.140185E-05  -0.302396E-02   0.296096E-09   0.383931E-07   0.267974E-11
  5228   0.111741E+00   0.270256E-02   0.139970E-05  -0.301351E-02   0.295948E-09   0.383139E-07   0.300190E-11
  5229   0.111490E+00   0.269326E-02   0.139756E-05  -0.300297E-02   0.295800E-09   0.382342E-07   0.332382E-11
  5230   0.111237E+00   0.268402E-02   0.139542E-05  -0.299236E-02   0.295653E-09   0.381541E-07   0.364551E-11
