#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2824   0.344035E+02  -0.651171E+00   0.164331E-06  -0.651171E+00   0.146827E+01   0.101877E-07   0.164331E-06   0.101877E-07   0.111388E-08
  2825   0.342471E+02  -0.659361E+00   0.163705E-06  -0.659361E+00   0.147267E+01   0.102134E-07   0.163705E-06   0.102134E-07   0.111314E-08
  2826   0.340922E+02  -0.667968E+00   0.163080E-06  -0.667968E+00   0.147701E+01   0.102379E-07   0.163080E-06   0.102379E-07   0.111240E-08
  2827   0.339389E+02  -0.676984E+00   0.162457E-06  -0.676984E+00   0.148129E+01   0.102613E-07   0.162457E-06   0.102613E-07   0.111167E-08
  2828   0.337870E+02  -0.686401E+00   0.161837E-06  -0.686401E+00   0.148550E+01   0.102834E-07   0.161837E-06   0.102834E-07   0.111093E-08
  2829   0.336367E+02  -0.696211E+00   0.161219E-06  -0.696211E+00   0.148965E+01   0.103044E-07   0.161219E-06   0.103044E-07   0.111020E-08
  2830   0.334880E+02  -0.706406E+00   0.160603E-06  -0.706406E+00   0.149374E+01   0.103243E-07   0.160603E-06   0.103243E-07   0.110947E-08
  2831   0.333409E+02  -0.716977E+00   0.159991E-06  -0.716977E+00   0.149775E+01   0.103430E-07   0.159991E-06   0.103430E-07   0.110873E-08
  2832   0.331955E+02  -0.727917E+00   0.159381E-06  -0.727917E+00   0.150169E+01   0.103605E-07   0.159381E-06   0.103605E-07   0.110800E-08
  2833   0.330516E+02  -0.739217E+00   0.158775E-06  -0.739217E+00   0.150555E+01   0.103769E-07   0.158775E-06   0.103769E-07   0.110727E-08
  2834   0.329094E+02  -0.750868E+00   0.158171E-06  -0.750868E+00   0.150934E+01   0.103921E-07   0.158171E-06   0.103921E-07   0.110654E-08
  2835   0.327687E+02  -0.762864E+00   0.157572E-06  -0.762864E+00   0.151305E+01   0.104062E-07   0.157572E-06   0.104062E-07   0.110581E-08
  2836   0.326298E+02  -0.775200E+00   0.156976E-06  -0.775200E+00   0.151668E+01   0.104192E-07   0.156976E-06   0.104192E-07   0.110508E-08
  2837   0.324926E+02  -0.787854E+00   0.156384E-06  -0.787854E+00   0.152022E+01   0.104310E-07   0.156384E-06   0.104310E-07   0.110435E-08
  2838   0.323569E+02  -0.800833E+00   0.155796E-06  -0.800833E+00   0.152367E+01   0.104416E-07   0.155796E-06   0.104416E-07   0.110362E-08
  2839   0.322230E+02  -0.814122E+00   0.155212E-06  -0.814122E+00   0.152703E+01   0.104512E-07   0.155212E-06   0.104512E-07   0.110290E-08
  2840   0.320907E+02  -0.827714E+00   0.154632E-06  -0.827714E+00   0.153030E+01   0.104596E-07   0.154632E-06   0.104596E-07   0.110217E-08
  2841   0.319602E+02  -0.841594E+00   0.154057E-06  -0.841594E+00   0.153349E+01   0.104669E-07   0.154057E-06   0.104669E-07   0.110144E-08
  2842   0.318313E+02  -0.855762E+00   0.153487E-06  -0.855762E+00   0.153657E+01   0.104730E-07   0.153487E-06   0.104730E-07   0.110072E-08
  2843   0.317042E+02  -0.870203E+00   0.152921E-06  -0.870203E+00   0.153956E+01   0.104781E-07   0.152921E-06   0.104781E-07   0.109999E-08
  2844   0.315788E+02  -0.884902E+00   0.152361E-06  -0.884902E+00   0.154246E+01   0.104820E-07   0.152361E-06   0.104820E-07   0.109927E-08
  2845   0.314551E+02  -0.899867E+00   0.151806E-06  -0.899867E+00   0.154525E+01   0.104849E-07   0.151806E-06   0.104849E-07   0.109854E-08
  2846   0.313331E+02  -0.915067E+00   0.151256E-06  -0.915067E+00   0.154794E+01   0.104866E-07   0.151256E-06   0.104866E-07   0.109782E-08
  2847   0.312129E+02  -0.930511E+00   0.150712E-06  -0.930511E+00   0.155053E+01   0.104872E-07   0.150712E-06   0.104872E-07   0.109710E-08
  2848   0.310944E+02  -0.946183E+00   0.150174E-06  -0.946183E+00   0.155302E+01   0.104868E-07   0.150174E-06   0.104868E-07   0.109638E-08
  2849   0.309777E+02  -0.962068E+00   0.149641E-06  -0.962068E+00   0.155540E+01   0.104852E-07   0.149641E-06   0.104852E-07   0.109566E-08
  2850   0.308626E+02  -0.978167E+00   0.149115E-06  -0.978167E+00   0.155768E+01   0.104825E-07   0.149115E-06   0.104825E-07   0.109494E-08
  2851   0.307494E+02  -0.994465E+00   0.148595E-06  -0.994465E+00   0.155984E+01   0.104788E-07   0.148595E-06   0.104788E-07   0.109422E-08
  2852   0.306379E+02  -0.101096E+01   0.148081E-06  -0.101096E+01   0.156189E+01   0.104740E-07   0.148081E-06   0.104740E-07   0.109350E-08
  2853   0.305281E+02  -0.102763E+01   0.147573E-06  -0.102763E+01   0.156384E+01   0.104681E-07   0.147573E-06   0.104681E-07   0.109278E-08
  2854   0.304200E+02  -0.104448E+01   0.147070E-06  -0.104448E+01   0.156567E+01   0.104611E-07   0.147070E-06   0.104611E-07   0.109206E-08
  2855   0.303137E+02  -0.106149E+01   0.146574E-06  -0.106149E+01   0.156738E+01   0.104531E-07   0.146574E-06   0.104531E-07   0.109135E-08
  2856   0.302092E+02  -0.107866E+01   0.146083E-06  -0.107866E+01   0.156897E+01   0.104441E-07   0.146083E-06   0.104441E-07   0.109063E-08
  2857   0.301064E+02  -0.109597E+01   0.145598E-06  -0.109597E+01   0.157046E+01   0.104340E-07   0.145598E-06   0.104340E-07   0.108991E-08
  2858   0.300053E+02  -0.111342E+01   0.145118E-06  -0.111342E+01   0.157182E+01   0.104228E-07   0.145118E-06   0.104228E-07   0.108920E-08
  2859   0.299059E+02  -0.113101E+01   0.144643E-06  -0.113101E+01   0.157306E+01   0.104106E-07   0.144643E-06   0.104106E-07   0.108848E-08
  2860   0.298083E+02  -0.114871E+01   0.144173E-06  -0.114871E+01   0.157418E+01   0.103974E-07   0.144173E-06   0.103974E-07   0.108777E-08
  2861   0.297124E+02  -0.116651E+01   0.143708E-06  -0.116651E+01   0.157518E+01   0.103832E-07   0.143708E-06   0.103832E-07   0.108706E-08
  2862   0.296182E+02  -0.118442E+01   0.143248E-06  -0.118442E+01   0.157606E+01   0.103679E-07   0.143248E-06   0.103679E-07   0.108634E-08
  2863   0.295257E+02  -0.120242E+01   0.142793E-06  -0.120242E+01   0.157681E+01   0.103517E-07   0.142793E-06   0.103517E-07   0.108563E-08
  2864   0.294350E+02  -0.122051E+01   0.142342E-06  -0.122051E+01   0.157744E+01   0.103345E-07   0.142342E-06   0.103345E-07   0.108492E-08
  2865   0.293459E+02  -0.123867E+01   0.141895E-06  -0.123867E+01   0.157795E+01   0.103162E-07   0.141895E-06   0.103162E-07   0.108421E-08
  2866   0.292585E+02  -0.125689E+01   0.141453E-06  -0.125689E+01   0.157832E+01   0.102970E-07   0.141453E-06   0.102970E-07   0.108350E-08
  2867   0.291728E+02  -0.127517E+01   0.141015E-06  -0.127517E+01   0.157857E+01   0.102768E-07   0.141015E-06   0.102768E-07   0.108279E-08
  2868   0.290888E+02  -0.129349E+01   0.140580E-06  -0.129349E+01   0.157869E+01   0.102557E-07   0.140580E-06   0.102557E-07   0.108208E-08
  2869   0.290064E+02  -0.131186E+01   0.140150E-06  -0.131186E+01   0.157868E+01   0.102335E-07   0.140150E-06   0.102335E-07   0.108138E-08
  2870   0.289257E+02  -0.133024E+01   0.139723E-06  -0.133024E+01   0.157854E+01   0.102105E-07   0.139723E-06   0.102105E-07   0.108067E-08
  2871   0.288466E+02  -0.134866E+01   0.139300E-06  -0.134866E+01   0.157828E+01   0.101864E-07   0.139300E-06   0.101864E-07   0.107996E-08
  2872   0.287692E+02  -0.136708E+01   0.138880E-06  -0.136708E+01   0.157789E+01   0.101614E-07   0.138880E-06   0.101614E-07   0.107926E-08
  2873   0.286934E+02  -0.138551E+01   0.138464E-06  -0.138551E+01   0.157738E+01   0.101355E-07   0.138464E-06   0.101355E-07   0.107855E-08
  2874   0.286193E+02  -0.140393E+01   0.138050E-06  -0.140393E+01   0.157673E+01   0.101087E-07   0.138050E-06   0.101087E-07   0.107785E-08
  2875   0.285467E+02  -0.142233E+01   0.137640E-06  -0.142233E+01   0.157595E+01   0.100809E-07   0.137640E-06   0.100809E-07   0.107714E-08
  2876   0.284757E+02  -0.144071E+01   0.137233E-06  -0.144071E+01   0.157505E+01   0.100522E-07   0.137233E-06   0.100522E-07   0.107644E-08
  2877   0.284063E+02  -0.145906E+01   0.136828E-06  -0.145906E+01   0.157402E+01   0.100226E-07   0.136828E-06   0.100226E-07   0.107574E-08
  2878   0.283385E+02  -0.147737E+01   0.136426E-06  -0.147737E+01   0.157286E+01   0.999215E-08   0.136426E-06   0.999215E-08   0.107503E-08
  2879   0.282722E+02  -0.149563E+01   0.136026E-06  -0.149563E+01   0.157157E+01   0.996075E-08   0.136026E-06   0.996075E-08   0.107433E-08
  2880   0.282074E+02  -0.151383E+01   0.135629E-06  -0.151383E+01   0.157015E+01   0.992847E-08   0.135629E-06   0.992847E-08   0.107363E-08
  2881   0.281443E+02  -0.153197E+01   0.135234E-06  -0.153197E+01   0.156861E+01   0.989531E-08   0.135234E-06   0.989531E-08   0.107293E-08
  2882   0.280825E+02  -0.155003E+01   0.134841E-06  -0.155003E+01   0.156694E+01   0.986128E-08   0.134841E-06   0.986128E-08   0.107223E-08
  2883   0.280223E+02  -0.156802E+01   0.134450E-06  -0.156802E+01   0.156514E+01   0.982637E-08   0.134450E-06   0.982637E-08   0.107153E-08
  2884   0.279636E+02  -0.158590E+01   0.134061E-06  -0.158590E+01   0.156320E+01   0.979060E-08   0.134061E-06   0.979060E-08   0.107083E-08
  2885   0.279062E+02  -0.160370E+01   0.133673E-06  -0.160370E+01   0.156115E+01   0.975398E-08   0.133673E-06   0.975398E-08   0.107014E-08
  2886   0.278504E+02  -0.162139E+01   0.133287E-06  -0.162139E+01   0.155897E+01   0.971651E-08   0.133287E-06   0.971651E-08   0.106944E-08
  2887   0.277960E+02  -0.163896E+01   0.132902E-06  -0.163896E+01   0.155666E+01   0.967820E-08   0.132902E-06   0.967820E-08   0.106874E-08
  2888   0.277429E+02  -0.165642E+01   0.132519E-06  -0.165642E+01   0.155423E+01   0.963905E-08   0.132519E-06   0.963905E-08   0.106805E-08
  2889   0.276912E+02  -0.167375E+01   0.132137E-06  -0.167375E+01   0.155167E+01   0.959907E-08   0.132137E-06   0.959907E-08   0.106735E-08
  2890   0.276410E+02  -0.169094E+01   0.131755E-06  -0.169094E+01   0.154899E+01   0.955828E-08   0.131755E-06   0.955828E-08   0.106666E-08
  2891   0.275921E+02  -0.170799E+01   0.131375E-06  -0.170799E+01   0.154618E+01   0.951667E-08   0.131375E-06   0.951667E-08   0.106596E-08
  2892   0.275445E+02  -0.172488E+01   0.130995E-06  -0.172488E+01   0.154325E+01   0.947425E-08   0.130995E-06   0.947425E-08   0.106527E-08
  2893   0.274983E+02  -0.174163E+01   0.130616E-06  -0.174163E+01   0.154020E+01   0.943103E-08   0.130616E-06   0.943103E-08   0.106458E-08
  2894   0.274533E+02  -0.175820E+01   0.130237E-06  -0.175820E+01   0.153703E+01   0.938702E-08   0.130237E-06   0.938702E-08   0.106388E-08
  2895   0.274097E+02  -0.177461E+01   0.129859E-06  -0.177461E+01   0.153374E+01   0.934222E-08   0.129859E-06   0.934222E-08   0.106319E-08
  2896   0.273672E+02  -0.179083E+01   0.129480E-06  -0.179083E+01   0.153033E+01   0.929664E-08   0.129480E-06   0.929664E-08   0.106250E-08
  2897   0.273261E+02  -0.180687E+01   0.129102E-06  -0.180687E+01   0.152680E+01   0.925029E-08   0.129102E-06   0.925029E-08   0.106181E-08
  2898   0.272861E+02  -0.182272E+01   0.128724E-06  -0.182272E+01   0.152315E+01   0.920317E-08   0.128724E-06   0.920317E-08   0.106112E-08
  2899   0.272473E+02  -0.183837E+01   0.128345E-06  -0.183837E+01   0.151938E+01   0.915529E-08   0.128345E-06   0.915529E-08   0.106043E-08
  2900   0.272098E+02  -0.185381E+01   0.127966E-06  -0.185381E+01   0.151551E+01   0.910666E-08   0.127966E-06   0.910666E-08   0.105974E-08
  2901   0.271733E+02  -0.186905E+01   0.127586E-06  -0.186905E+01   0.151150E+01   0.905728E-08   0.127586E-06   0.905728E-08   0.105906E-08
  2902   0.271380E+02  -0.188407E+01   0.127207E-06  -0.188407E+01   0.150740E+01   0.900717E-08   0.127207E-06   0.900717E-08   0.105837E-08
  2903   0.271038E+02  -0.189885E+01   0.126827E-06  -0.189885E+01   0.150317E+01   0.895633E-08   0.126827E-06   0.895633E-08   0.105768E-08
  2904   0.270707E+02  -0.191342E+01   0.126448E-06  -0.191342E+01   0.149883E+01   0.890478E-08   0.126448E-06   0.890478E-08   0.105700E-08
  2905   0.270387E+02  -0.192774E+01   0.126069E-06  -0.192774E+01   0.149439E+01   0.885252E-08   0.126069E-06   0.885252E-08   0.105631E-08
  2906   0.270076E+02  -0.194183E+01   0.125691E-06  -0.194183E+01   0.148983E+01   0.879956E-08   0.125691E-06   0.879956E-08   0.105563E-08
  2907   0.269776E+02  -0.195567E+01   0.125314E-06  -0.195567E+01   0.148516E+01   0.874592E-08   0.125314E-06   0.874592E-08   0.105494E-08
  2908   0.269486E+02  -0.196926E+01   0.124939E-06  -0.196926E+01   0.148039E+01   0.869161E-08   0.124939E-06   0.869161E-08   0.105426E-08
  2909   0.269206E+02  -0.198260E+01   0.124565E-06  -0.198260E+01   0.147552E+01   0.863663E-08   0.124565E-06   0.863663E-08   0.105358E-08
  2910   0.268936E+02  -0.199567E+01   0.124194E-06  -0.199567E+01   0.147054E+01   0.858099E-08   0.124194E-06   0.858099E-08   0.105289E-08
  2911   0.268675E+02  -0.200848E+01   0.123824E-06  -0.200848E+01   0.146546E+01   0.852471E-08   0.123824E-06   0.852471E-08   0.105221E-08
  2912   0.268423E+02  -0.202101E+01   0.123457E-06  -0.202101E+01   0.146028E+01   0.846780E-08   0.123457E-06   0.846780E-08   0.105153E-08
  2913   0.268179E+02  -0.203328E+01   0.123093E-06  -0.203328E+01   0.145500E+01   0.841027E-08   0.123093E-06   0.841027E-08   0.105085E-08
  2914   0.267945E+02  -0.204526E+01   0.122732E-06  -0.204526E+01   0.144963E+01   0.835212E-08   0.122732E-06   0.835212E-08   0.105017E-08
  2915   0.267719E+02  -0.205696E+01   0.122375E-06  -0.205696E+01   0.144416E+01   0.829336E-08   0.122375E-06   0.829336E-08   0.104949E-08
  2916   0.267500E+02  -0.206836E+01   0.122021E-06  -0.206836E+01   0.143859E+01   0.823402E-08   0.122021E-06   0.823402E-08   0.104881E-08
  2917   0.267290E+02  -0.207947E+01   0.121670E-06  -0.207947E+01   0.143292E+01   0.817409E-08   0.121670E-06   0.817409E-08   0.104813E-08
  2918   0.267088E+02  -0.209029E+01   0.121324E-06  -0.209029E+01   0.142717E+01   0.811359E-08   0.121324E-06   0.811359E-08   0.104746E-08
  2919   0.266892E+02  -0.210081E+01   0.120983E-06  -0.210081E+01   0.142133E+01   0.805252E-08   0.120983E-06   0.805252E-08   0.104678E-08
  2920   0.266704E+02  -0.211102E+01   0.120646E-06  -0.211102E+01   0.141540E+01   0.799091E-08   0.120646E-06   0.799091E-08   0.104610E-08
  2921   0.266523E+02  -0.212093E+01   0.120314E-06  -0.212093E+01   0.140939E+01   0.792875E-08   0.120314E-06   0.792875E-08   0.104543E-08
  2922   0.266349E+02  -0.213053E+01   0.119988E-06  -0.213053E+01   0.140328E+01   0.786606E-08   0.119988E-06   0.786606E-08   0.104475E-08
  2923   0.266181E+02  -0.213982E+01   0.119667E-06  -0.213982E+01   0.139710E+01   0.780284E-08   0.119667E-06   0.780284E-08   0.104408E-08
  2924   0.266019E+02  -0.214879E+01   0.119352E-06  -0.214879E+01   0.139084E+01   0.773912E-08   0.119352E-06   0.773912E-08   0.104340E-08
  2925   0.265863E+02  -0.215744E+01   0.119043E-06  -0.215744E+01   0.138449E+01   0.767490E-08   0.119043E-06   0.767490E-08   0.104273E-08
  2926   0.265713E+02  -0.216577E+01   0.118740E-06  -0.216577E+01   0.137807E+01   0.761018E-08   0.118740E-06   0.761018E-08   0.104206E-08
  2927   0.265568E+02  -0.217378E+01   0.118444E-06  -0.217378E+01   0.137158E+01   0.754498E-08   0.118444E-06   0.754498E-08   0.104139E-08
  2928   0.265429E+02  -0.218146E+01   0.118155E-06  -0.218146E+01   0.136501E+01   0.747931E-08   0.118155E-06   0.747931E-08   0.104071E-08
  2929   0.265294E+02  -0.218881E+01   0.117873E-06  -0.218881E+01   0.135836E+01   0.741319E-08   0.117873E-06   0.741319E-08   0.104004E-08
  2930   0.265164E+02  -0.219583E+01   0.117599E-06  -0.219583E+01   0.135166E+01   0.734661E-08   0.117599E-06   0.734661E-08   0.103937E-08
  2931   0.265039E+02  -0.220252E+01   0.117332E-06  -0.220252E+01   0.134487E+01   0.727959E-08   0.117332E-06   0.727959E-08   0.103870E-08
  2932   0.264918E+02  -0.220887E+01   0.117074E-06  -0.220887E+01   0.133802E+01   0.721214E-08   0.117074E-06   0.721214E-08   0.103803E-08
  2933   0.264800E+02  -0.221489E+01   0.116823E-06  -0.221489E+01   0.133112E+01   0.714427E-08   0.116823E-06   0.714427E-08   0.103737E-08
  2934   0.264688E+02  -0.222057E+01   0.116582E-06  -0.222057E+01   0.132415E+01   0.707599E-08   0.116582E-06   0.707599E-08   0.103670E-08
  2935   0.264578E+02  -0.222591E+01   0.116349E-06  -0.222591E+01   0.131712E+01   0.700731E-08   0.116349E-06   0.700731E-08   0.103603E-08
  2936   0.264471E+02  -0.223092E+01   0.116125E-06  -0.223092E+01   0.131004E+01   0.693825E-08   0.116125E-06   0.693825E-08   0.103536E-08
  2937   0.264368E+02  -0.223558E+01   0.115911E-06  -0.223558E+01   0.130290E+01   0.686880E-08   0.115911E-06   0.686880E-08   0.103470E-08
  2938   0.264267E+02  -0.223991E+01   0.115706E-06  -0.223991E+01   0.129571E+01   0.679899E-08   0.115706E-06   0.679899E-08   0.103403E-08
  2939   0.264169E+02  -0.224390E+01   0.115512E-06  -0.224390E+01   0.128847E+01   0.672881E-08   0.115512E-06   0.672881E-08   0.103337E-08
  2940   0.264074E+02  -0.224754E+01   0.115327E-06  -0.224754E+01   0.128119E+01   0.665829E-08   0.115327E-06   0.665829E-08   0.103270E-08
  2941   0.263980E+02  -0.225084E+01   0.115154E-06  -0.225084E+01   0.127385E+01   0.658743E-08   0.115154E-06   0.658743E-08   0.103204E-08
  2942   0.263888E+02  -0.225379E+01   0.114991E-06  -0.225379E+01   0.126647E+01   0.651625E-08   0.114991E-06   0.651625E-08   0.103138E-08
  2943   0.263799E+02  -0.225641E+01   0.114839E-06  -0.225641E+01   0.125906E+01   0.644474E-08   0.114839E-06   0.644474E-08   0.103071E-08
  2944   0.263710E+02  -0.225868E+01   0.114698E-06  -0.225868E+01   0.125160E+01   0.637293E-08   0.114698E-06   0.637293E-08   0.103005E-08
  2945   0.263623E+02  -0.226060E+01   0.114569E-06  -0.226060E+01   0.124410E+01   0.630082E-08   0.114569E-06   0.630082E-08   0.102939E-08
  2946   0.263537E+02  -0.226218E+01   0.114452E-06  -0.226218E+01   0.123657E+01   0.622842E-08   0.114452E-06   0.622842E-08   0.102873E-08
  2947   0.263451E+02  -0.226342E+01   0.114347E-06  -0.226342E+01   0.122900E+01   0.615575E-08   0.114347E-06   0.615575E-08   0.102807E-08
  2948   0.263367E+02  -0.226432E+01   0.114254E-06  -0.226432E+01   0.122141E+01   0.608281E-08   0.114254E-06   0.608281E-08   0.102741E-08
  2949   0.263282E+02  -0.226487E+01   0.114175E-06  -0.226487E+01   0.121379E+01   0.600961E-08   0.114175E-06   0.600961E-08   0.102675E-08
  2950   0.263197E+02  -0.226509E+01   0.114108E-06  -0.226509E+01   0.120613E+01   0.593617E-08   0.114108E-06   0.593617E-08   0.102609E-08
  2951   0.263113E+02  -0.226496E+01   0.114054E-06  -0.226496E+01   0.119846E+01   0.586249E-08   0.114054E-06   0.586249E-08   0.102543E-08
  2952   0.263027E+02  -0.226449E+01   0.114014E-06  -0.226449E+01   0.119076E+01   0.578858E-08   0.114014E-06   0.578858E-08   0.102478E-08
  2953   0.262942E+02  -0.226369E+01   0.113985E-06  -0.226369E+01   0.118304E+01   0.571445E-08   0.113985E-06   0.571445E-08   0.102412E-08
  2954   0.262856E+02  -0.226255E+01   0.113969E-06  -0.226255E+01   0.117531E+01   0.564011E-08   0.113969E-06   0.564011E-08   0.102346E-08
  2955   0.262769E+02  -0.226108E+01   0.113964E-06  -0.226108E+01   0.116755E+01   0.556557E-08   0.113964E-06   0.556557E-08   0.102281E-08
  2956   0.262681E+02  -0.225927E+01   0.113970E-06  -0.225927E+01   0.115979E+01   0.549083E-08   0.113970E-06   0.549083E-08   0.102215E-08
  2957   0.262591E+02  -0.225711E+01   0.113986E-06  -0.225711E+01   0.115201E+01   0.541591E-08   0.113986E-06   0.541591E-08   0.102150E-08
  2958   0.262499E+02  -0.225464E+01   0.114013E-06  -0.225464E+01   0.114422E+01   0.534080E-08   0.114013E-06   0.534080E-08   0.102084E-08
  2959   0.262406E+02  -0.225182E+01   0.114049E-06  -0.225182E+01   0.113642E+01   0.526553E-08   0.114049E-06   0.526553E-08   0.102019E-08
  2960   0.262310E+02  -0.224869E+01   0.114094E-06  -0.224869E+01   0.112861E+01   0.519009E-08   0.114094E-06   0.519009E-08   0.101954E-08
  2961   0.262213E+02  -0.224522E+01   0.114149E-06  -0.224522E+01   0.112080E+01   0.511450E-08   0.114149E-06   0.511450E-08   0.101888E-08
  2962   0.262113E+02  -0.224144E+01   0.114211E-06  -0.224144E+01   0.111300E+01   0.503876E-08   0.114211E-06   0.503876E-08   0.101823E-08
  2963   0.262010E+02  -0.223733E+01   0.114281E-06  -0.223733E+01   0.110519E+01   0.496288E-08   0.114281E-06   0.496288E-08   0.101758E-08
